No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,>2000 (2 bil)
2152,GNTX,Gentex Corp,Consumer Cyclical,Auto Parts,USA,5982.02,15.09,26.61,-0.0052,3003780,Yes
2154,GNW,Genworth Financial Inc,Financial,Insurance - Life,USA,3369.66,18.55,8.21,0.0314,7724620,Yes
2159,GOGO,Gogo Inc,Communication Services,Telecom Services,USA,2024.96,,15.31,-0.0205,2655803,Yes
2160,GOLF,Acushnet Holdings Corp,Consumer Cyclical,Leisure,USA,4683.67,22.13,79.7,-0.0087,560363,Yes
2163,GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA,2377575.85,20.97,196.92,0.0082,15383679,Yes
2164,GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA,2375459.89,20.89,196.09,0.0073,21562908,Yes
2177,GPC,Genuine Parts Co,Consumer Cyclical,Auto Parts,USA,18561.87,22.99,133.45,0.0066,958012,Yes
2179,GPI,"Group 1 Automotive, Inc",Consumer Cyclical,Auto & Truck Dealerships,USA,5475.81,11.72,423.18,0.0075,112973,Yes
2182,GPK,Graphic Packaging Holding Co,Consumer Cyclical,Packaging & Containers,USA,6490.81,12.41,21.91,-0.0148,2597308,Yes
2184,GPN,"Global Payments, Inc",Technology,Software - Infrastructure,USA,20861.49,14.96,85.54,0.0909,5181720,Yes
2185,GPOR,Gulfport Energy Corp,Energy,Oil & Gas E&P,USA,3056.77,,172.06,0.0163,496754,Yes
2190,GRAB,Grab Holdings Limited,Technology,Software - Application,Singapore,19442.52,180,4.77,-0.0402,28108321,Yes
2192,GRBK,Green Brick Partners Inc,Consumer Cyclical,Residential Construction,USA,2847.85,8.36,65.37,-0.0053,216209,Yes
2195,GRFS,Grifols SA ADR,Healthcare,Drug Manufacturers - General,Spain,2697.97,21.86,10.48,-0.0141,1366847,Yes
2197,GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,Switzerland,44289,28.39,230.08,0.008,847671,Yes
2199,GRND,Grindr Inc,Technology,Software - Application,USA,3657.08,,18.64,0.049,2408509,Yes
2209,GS,"Goldman Sachs Group, Inc",Financial,Capital Markets,USA,219394.09,15.97,724.74,0.0053,1477307,Yes
2210,GSAT,Globalstar Inc,Communication Services,Telecom Services,USA,3310.15,,26.15,0.0473,776604,Yes
2216,GSHD,Goosehead Insurance Inc,Financial,Insurance Brokers,USA,3267.54,76.1,87,-0.0186,375263,Yes
2219,GSK,GSK Plc ADR,Healthcare,Drug Manufacturers - General,United Kingdom,74144.23,17.13,36.75,-0.0153,3121336,Yes
2227,GT,Goodyear Tire & Rubber Co,Consumer Cyclical,Auto Parts,USA,2839.89,11.85,9.94,-0.0129,5706724,Yes
2230,GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA,6218.08,31.03,24.14,-0.0033,2337843,Yes
2232,GTLB,Gitlab Inc,Technology,Software - Infrastructure,USA,7229.15,438.92,43.76,-0.0055,2676905,Yes
2233,GTLS,Chart Industries Inc,Industrials,Specialty Industrial Machinery,USA,8944.14,36.89,199,0.0003,3098557,Yes
2234,GTM,ZoomInfo Technologies Inc,Technology,Software - Application,USA,3246.85,38.94,10.19,0.0398,8971147,Yes
2236,GTX,Garrett Motion Inc,Consumer Cyclical,Auto Parts,Switzerland,2533.81,8.79,12.57,-0.0126,2318362,Yes
2242,GVA,Granite Construction Inc,Industrials,Engineering & Construction,USA,4082.49,41.03,93.34,-0.0123,779155,Yes
2246,GWRE,Guidewire Software Inc,Technology,Software - Application,USA,18991.92,572.8,225.57,0.0113,425054,Yes
2248,GWW,W.W. Grainger Inc,Industrials,Industrial Distribution,USA,45931.87,24.23,960.27,0.0263,393018,Yes
2252,GXO,GXO Logistics Inc,Industrials,Integrated Freight & Logistics,USA,5777.01,95.66,50.49,0.0308,3397111,Yes
2255,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA,12986.82,17.63,136.05,-0.004,1636944,Yes
2257,HAE,Haemonetics Corp,Healthcare,Medical Devices,USA,3639.77,22.84,75.77,-0.0045,869339,Yes
2259,HAFN,Hafnia Ltd,Industrials,Marine Shipping,Singapore,2922.02,4.83,5.81,-0.0219,2294946,Yes
2262,HAL,Halliburton Co,Energy,Oil & Gas Equipment & Services,USA,18092.21,9.93,21.22,-0.0212,15919438,Yes
2263,HALO,Halozyme Therapeutics Inc,Healthcare,Biotechnology,USA,7679.13,14.24,62.32,0.0248,5659249,Yes
2266,HAS,"Hasbro, Inc",Consumer Cyclical,Leisure,USA,10804.92,,77.05,0.001,1559223,Yes
2267,HASI,HA Sustainable Infrastructure Capital Inc,Financial,Asset Management,USA,2955.58,24.32,24.44,-0.0438,1304316,Yes
2270,HAYW,Hayward Holdings Inc,Industrials,Electrical Equipment & Parts,USA,3369.79,26.45,15.55,-0.0019,4664775,Yes
2271,HBAN,"Huntington Bancshares, Inc",Financial,Banks - Regional,USA,23512.82,11.94,16.04,-0.0099,28253870,Yes
2276,HBM,Hudbay Minerals Inc,Basic Materials,Copper,Canada,3630.05,23.88,9.19,-0.0022,5559423,Yes
2279,HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,USA,85676.71,15.38,366.15,0.0064,1125177,Yes
2281,HCC,Warrior Met Coal Inc,Basic Materials,Coking Coal,USA,2882.88,27.25,54.85,0.0126,1631938,Yes
2284,HCM,HUTCHMED (China) Limited ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Hong Kong,3126.48,82.95,17.92,-0.0042,26147,Yes
2286,HD,"Home Depot, Inc",Consumer Cyclical,Home Improvement Retail,USA,384838.13,26.24,386.8,0.0036,2812786,Yes
2287,HDB,HDFC Bank Ltd. ADR,Financial,Banks - Regional,India,194079.03,23.42,75.88,0.002,1097053,Yes
2299,HEI,Heico Corp,Industrials,Aerospace & Defense,USA,38330.9,73.99,316.54,0.0107,326295,Yes
2300,HEI-A,Heico Corp,Industrials,Aerospace & Defense,USA,38222.35,57.97,248.01,0.0078,133824,Yes
2306,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,8778.57,15.51,41.79,-0.0043,1937485,Yes
2312,HG,Hamilton Insurance Group Ltd,Financial,Insurance - Reinsurance,Bermuda,2213.43,6.76,21.55,0.0175,391818,Yes
2314,HGTY,Hagerty Inc,Financial,Insurance - Property & Casualty,USA,3734.37,53.16,10.92,-0.018,50979,Yes
2315,HGV,Hilton Grand Vacations Inc,Consumer Cyclical,Resorts & Casinos,USA,3956.42,76.65,44.37,0.0064,806303,Yes
2316,HHH,Howard Hughes Holdings Inc,Real Estate,Real Estate - Diversified,USA,3483.54,13.24,69.13,-0.0007,315276,Yes
2320,HIG,Hartford Insurance Group Inc.(The),Financial,Insurance - Property & Casualty,USA,36217.72,11.68,128.81,0.0097,1426336,Yes
2322,HII,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA,10496.47,20.03,267.49,-0.0127,403456,Yes
2323,HIMS,Hims & Hers Health Inc,Consumer Defensive,Household & Personal Products,USA,11556.38,63.99,51.13,-0.0791,46133308,Yes
2330,HIW,"Highwoods Properties, Inc",Real Estate,REIT - Office,USA,3138.45,24.8,29.04,0.0168,2147594,Yes
2331,HL,Hecla Mining Co,Basic Materials,Other Precious Metals & Mining,USA,3864.96,55,6.11,-0.0049,21875536,Yes
2333,HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,13503.65,32.37,191.99,-0.0021,315002,Yes
2338,HLN,Haleon plc ADR,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,41551.28,21.38,9.25,-0.0043,6910449,Yes
2339,HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,8717.76,30.1,156.57,-0.0013,570536,Yes
2340,HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,USA,61373.81,40.08,260.95,0.0031,1200503,Yes
2342,HMC,Honda Motor ADR,Consumer Cyclical,Auto Manufacturers,Japan,46913.44,9.38,32.38,0.024,1085446,Yes
2345,HMY,Harmony Gold Mining Co Ltd ADR,Basic Materials,Gold,South Africa,9967.32,17.42,16.02,0.0082,2875459,Yes
2347,HNGE,Hinge Health Inc,Healthcare,Health Information Services,USA,4723.87,,60.55,0.2557,2983340,Yes
2348,HNI,HNI Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,2009.18,14.25,43.83,-0.007,1162297,Yes
2353,HOG,"Harley-Davidson, Inc",Consumer Cyclical,Recreational Vehicles,USA,2942.43,12.55,24.22,-0.0008,2630876,Yes
2354,HOLX,"Hologic, Inc",Healthcare,Medical Instruments & Supplies,USA,14877.63,27.75,66.89,-0.0137,1897538,Yes
2355,HOMB,Home Bancshares Inc,Financial,Banks - Regional,USA,5471.73,12.68,27.71,-0.0104,554203,Yes
2357,HON,Honeywell International Inc,Industrials,Conglomerates,USA,139188.37,24.92,219.23,-0.0083,2792915,Yes
2359,HOOD,Robinhood Markets Inc,Financial,Capital Markets,USA,93888.53,53.66,105.65,0.0018,33023516,Yes
2366,HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,USA,26414.89,20.8,20.13,0.0131,18907442,Yes
2369,HPQ,HP Inc,Technology,Computer Hardware,USA,23491.22,9.64,25.01,-0.0016,8133177,Yes
2370,HQY,Healthequity Inc,Healthcare,Health Information Services,USA,7864.93,66.2,90.95,-0.0007,1277457,Yes
2371,HR,Healthcare Realty Trust Inc,Real Estate,REIT - Healthcare Facilities,USA,5931.6,,16.87,-0.0047,3852582,Yes
2372,HRB,H&R Block Inc,Consumer Cyclical,Personal Services,USA,7355.39,13.45,54.94,0.0055,967919,Yes
2373,HRI,Herc Holdings Inc,Industrials,Rental & Leasing Services,USA,3860.76,134.65,116.16,-0.0003,382823,Yes
2374,HRL,Hormel Foods Corp,Consumer Defensive,Packaged Foods,USA,15540.02,20.79,28.26,-0.0014,2527685,Yes
2381,HSAI,Hesai Group ADR,Consumer Cyclical,Auto Parts,China,2223.31,,21.08,0.0105,1424213,Yes
2382,HSBC,HSBC Holdings plc ADR,Financial,Banks - Diversified,United Kingdom,218128.6,12.48,62.69,0.0106,868606,Yes
2383,HSIC,Henry Schein Inc,Healthcare,Medical Distribution,USA,8071.83,21.32,66.32,0.0229,3058323,Yes
2385,HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,10519.41,16.2,15.3,-0.0065,15191956,Yes
2387,HSY,Hershey Company,Consumer Defensive,Confectioners,USA,38231.82,25.06,188.59,-0.0019,1062157,Yes
2391,HTGC,Hercules Capital Inc,Financial,Asset Management,USA,3546.31,12.84,19.52,0.0015,898425,Yes
2393,HTHT,H World Group Limited ADR,Consumer Cyclical,Lodging,China,9604.88,22.62,31.51,0.0338,4123117,Yes
2397,HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,USA,22508.52,27.5,423.57,-0.0096,535949,Yes
2398,HUBG,"Hub Group, Inc",Industrials,Integrated Freight & Logistics,USA,2163.15,21.38,35.32,0.0097,444711,Yes
2399,HUBS,HubSpot Inc,Technology,Software - Application,USA,25979.58,,492.62,0.0009,1471825,Yes
2400,HUM,Humana Inc,Healthcare,Healthcare Plans,USA,30864.15,19.7,256.62,0.0084,1263459,Yes
2404,HURN,Huron Consulting Group Inc,Industrials,Consulting Services,USA,2231.03,22.51,128.91,0.008,221743,Yes
2405,HUT,Hut 8 Corp,Financial,Capital Markets,USA,2383.9,,20.69,0.0207,3130420,Yes
2409,HWC,Hancock Whitney Corp,Financial,Banks - Regional,USA,5019.55,10.8,58.61,-0.0034,447980,Yes
2410,HWKN,Hawkins Inc,Basic Materials,Specialty Chemicals,USA,3561.01,42,170.57,0.0097,238663,Yes
2411,HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA,73393.17,53.2,182.06,0.0153,2018086,Yes
2412,HXL,Hexcel Corp,Industrials,Aerospace & Defense,USA,4843.82,56.54,60.88,0.0002,1009671,Yes
2430,IAC,IAC Inc,Communication Services,Internet Content & Information,USA,2783.44,,34.72,0.01,2489837,Yes
2431,IAG,Iamgold Corp,Basic Materials,Gold,Canada,4526.04,5.59,7.87,0.0521,16880037,Yes
2444,IBKR,Interactive Brokers Group Inc,Financial,Capital Markets,USA,28167.76,33.43,63.82,0.0017,2898452,Yes
2446,IBM,International Business Machines Corp,Technology,Information Technology Services,USA,235003.67,40.92,252.28,0.0064,3692105,Yes
2447,IBN,ICICI Bank Ltd. ADR,Financial,Banks - Regional,India,117676.2,19.48,32.97,0.0043,3397839,Yes
2449,IBOC,International Bancshares Corp,Financial,Banks - Regional,USA,4310.16,10.57,69.36,-0.0017,153871,Yes
2451,IBP,Installed Building Products Inc,Consumer Cyclical,Residential Construction,USA,5849.5,24.14,211.82,-0.0173,696916,Yes
2453,IBRX,ImmunityBio Inc,Healthcare,Biotechnology,USA,2171.15,,2.38,-0.0124,4101956,Yes
2456,ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,107644.15,36.1,188.05,0.0035,2690527,Yes
2460,ICL,ICL Group Ltd,Basic Materials,Agricultural Inputs,Israel,7730.96,21.07,5.99,-0.0066,1043886,Yes
2462,ICLR,Icon Plc,Healthcare,Diagnostics & Research,Ireland,12087.35,15.97,155.42,-0.0636,1096932,Yes
2466,ICUI,"ICU Medical, Inc",Healthcare,Medical Instruments & Supplies,USA,3123.01,,126.89,-0.0165,239291,Yes
2468,IDA,"Idacorp, Inc",Utilities,Utilities - Regulated Electric,USA,6750.88,21.96,124.94,-0.0032,328053,Yes
2470,IDCC,Interdigital Inc,Technology,Software - Application,USA,6973.09,19.26,270.25,0.0024,181738,Yes
2484,IDXX,"Idexx Laboratories, Inc",Healthcare,Diagnostics & Research,USA,49938.13,51.95,624.19,-0.0277,816454,Yes
2485,IDYA,Ideaya Biosciences Inc,Healthcare,Biotechnology,USA,2069.56,,23.63,-0.0203,846682,Yes
2493,IEP,Icahn Enterprises L P,Energy,Oil & Gas Refining & Marketing,USA,5304.13,,9.25,0.017,966861,Yes
2494,IESC,IES Holdings Inc,Industrials,Engineering & Construction,USA,6526.17,26.7,328.7,-0.019,128954,Yes
2498,IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA,12024.88,25.78,159.72,-0.0131,1006935,Yes
2500,IFF,International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,USA,16923.09,,66.16,-0.0632,5504093,Yes
2526,IHS,IHS Holding Ltd,Real Estate,Real Estate Services,United Kingdom,2117.35,,6.35,-0.0124,483751,Yes
2542,ILMN,Illumina Inc,Healthcare,Diagnostics & Research,USA,14513.89,11.96,94.43,-0.0341,2152452,Yes
2553,IMO,Imperial Oil Ltd,Energy,Oil & Gas Integrated,Canada,43539.05,13.15,85.53,0.0073,457685,Yes
2559,IMVT,Immunovant Inc,Healthcare,Biotechnology,USA,2730.26,,15.96,-0.0333,840771,Yes
2565,INCY,Incyte Corp,Healthcare,Biotechnology,USA,15163.19,17.65,77.65,-0.001,1987942,Yes
2567,INDB,Independent Bank Corp,Financial,Banks - Regional,USA,3181.21,14.36,63.59,-0.0083,336631,Yes
2571,INDV,Indivior Plc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,2744.93,31.04,22,0.0092,3496746,Yes
2573,INFA,Informatica Inc,Technology,Software - Infrastructure,USA,8619.7,5259.57,24.72,0.0008,3461389,Yes
2576,INFY,Infosys Ltd ADR,Technology,Information Technology Services,India,66759.12,20.83,16.07,-0.008,16992590,Yes
2577,ING,ING Groep N.V. ADR,Financial,Banks - Diversified,Netherlands,67376.59,,23.6,0.0164,2261547,Yes
2578,INGM,Ingram Micro Holding Corp,Technology,Information Technology Services,USA,4433.73,15.87,18.88,-0.0182,899569,Yes
2580,INGR,Ingredion Inc,Consumer Defensive,Packaged Foods,USA,8050.45,12.22,125.18,-0.0089,549674,Yes
2592,INSM,Insmed Inc,Healthcare,Biotechnology,USA,21134,,111.26,-0.0031,3567910,Yes
2593,INSP,Inspire Medical Systems Inc,Healthcare,Medical Devices,USA,2320.11,45.45,78.45,-0.1076,3627416,Yes
2594,INSW,International Seaways Inc,Energy,Oil & Gas Midstream,USA,2156.08,9.09,43.7,0.0099,1117724,Yes
2595,INTA,Intapp Inc,Technology,Software - Application,USA,3239.02,,40.01,-0.0121,527616,Yes
